Text,True_Label,predicted_label,is_correct
foto tim medis jepang wuhan,1,0,False
film korea prediksi covid,1,0,False
video umat nasrani diikat afganistan,1,0,False
presiden jokowi terbang jawa batal resmikan masjid at taufiq pdip,0,0,True
sikap jokowi pemberhentian suharso monoarfa ketua ppp,0,0,True
kecatatan sistem proporsional tertutup era orde orde,0,0,True
gambar tangkapan layar artikel tempo saking bencinya menag islam nusantara terhadapa arab logo halal yg pakai huruf arab ganti dgn gambar wayang,1,0,False
akun facebook plt kepala bkn bima haria wibisana,1,0,False
adidas tawarkan sepatu gratis t shirt masker perayaan adidas,1,0,False
foto r a kartini memakai kerudung kacamata,1,0,False
jalin komunikasi pdip nasdem bantah tinggalkan pks demokrat,0,0,True
majelis rakyat papua setor keputusan tito dilarang jual beli tanah ulayat,0,0,True
logo turki,1,0,False
warga dijamu gubernurnya,1,0,False
foto anak pembunuh pelaku pemerkosaan ibunya,1,0,False
situasi terkini gedung dpr jakarta,1,0,False
pbnu akui penolakan kehadiran ram madhav acara r bali,0,0,True
gerindra nasdem diprediksi duetkan anies baswedan sandiaga uno,0,0,True
foto lock down,1,0,False
vaksin covid meningkatkan risiko hiv,1,0,False
pilpres pks lirik anies baswedan erick thohir,0,0,True
indonesia dilanda gelombang panas,1,0,False
psi pasang spanduk ganjar yenny wahid solo fx hadi rudyatmo hak,0,0,True
partai masyumi daftar kpu diiringi tarian persembahan,0,0,True
perlawanan rakyat australia rencana new world order,1,0,False
surat gubernur kalimantan barat dana pengamanan pilkada,1,0,False
anggota dpr pengolahan penjualan barang bukti narkoba rahasia,0,0,True
rkuhp dianggap menerabas kebebasan pers,0,0,True
pbb sodorkan duet puan maharani yusril pilpres,0,0,True
microsoft mengembangkan implan chip mikro mengumpulkan informasi vaksin covid,1,0,False
kaesang terjun politik politikus pkb sarankan berpartai,0,0,True
buka muktamar jokowi muhammadiyah berkontribusi penanganan covid,0,0,True
foto masjid meledak sholat jumat jamaah meninggal dunia,1,0,False
celetuk zulhas pertemuan parpol penolak sistem proporsional tertutup koalisi golkar,0,0,True
upacara hut ri dipimpin anies disiarkan tv,1,0,False
pelaku penculikan anak tertangkap warung ketan susu kemayoran,1,0,False
elektabilitas ahy demokrat buah bantu rakyat pandemi bencana,0,0,True
surat penerimaan seleksi cpns wilayah pemkot cirebon,1,0,False
rekaman cctv penculikan anak dibius dimasukkan karung bekasi,1,0,False
ketua pan zulkifli hasan ajak nu muhammadiyah rukun,0,0,True
dpr presiden terbitkan kepres penggantian hakim mahkamah konstitusi,0,0,True
lowongan kerja crew runner pon papua,1,0,False
foto penampakan tebing berbentuk gajah membeku,1,0,False
foto mardani ali sera hasil suntingan,1,0,False
foto melania trump memegang kaos bergambar wajah donald trump,1,0,False
bambang pacul puan surya paloh bicara mata menit nasdem tower,0,0,True
tito karnavian temui jokowi bahas persiapan dob papua,0,0,True
top nasional aspirasi perpanjangan jabatan jokowi polemik pernyataan yaqut,0,0,True
gambar konsep sabuk pengaman mobil era an,1,0,False
pks penetapan nomor urut parpol tepis wacana penundaan pemilu,0,0,True
smrc pemilih indonesia cenderung nasionalis tolak pasar bebas,0,0,True
video menara masjid palestina ditembaki tentara israel,1,0,False
wapres ma ruf amin gereja bantu atasi konflik papua,0,0,True
heineken bir gratis,1,0,False
daftar virus berasal china,1,0,False
foto gus ragil gus yaqut,1,0,False
hidrogen peroksida sembuhkan kanker digosokkan kulit,1,0,False
jabatan presiden perpanjang pilpres,1,0,False
mpr kpu sepakat jokowi rakyat diam,1,0,False
akun twitter lawanpolitikjkw milik ferdinand hutahean,1,0,False
ganjar pranowo disanksi relawan bukti dpp pdip pantau sepak terjangnya,0,0,True
pesawat jatuh sidomukti probolinggo jawa timur,1,0,False
razia masker serentak wilayah indonesia denda rp,1,0,False
kelompok relawan anies baswedan sekretariat,0,0,True
kepuasan kinerja jokowi stagnan pakar audit kebijakan,0,0,True
effendi simbolon maaf pelapor sanksi ditegakkan,0,0,True
politikus pks sayangkan peleburan eijkman brin disiapkan,0,0,True
survei arsc duet puan anies kalah kali simulasi,0,0,True
taman moroseneng sememi surabàya,1,0,False
pelintiran konteks foto tri rismaharini,1,0,False
wasekjen desakan nasdem kabinet,0,0,True
sejarah pemilu indonesia parlementer orde reformasi,0,0,True
lowongan kerja angkasa pura,1,0,False
sejarah april konferensi asia afrika diadakan bandung,0,0,True
hasto elektabilitas faktor utama pengusungan capres pdip,0,0,True
wna diangkat direksi bumn,1,0,False
sah konstitusi mengundurkan presiden berpamitan menteri suasana istana tegang,1,0,False
dpr anggaran pemilu prioritas prioritas,0,0,True
status gerakan si kadrun hentikan,1,0,False
campuran garam air hangat hilangkan virus corona,1,0,False
pelatih timnas shin tae yong memutuskan tinggalkan indonesia meraih kemenangan,1,0,False
akun whatsapp bupati kudus hartopo,1,0,False
video alien,1,0,False
kandungan alumunium vaksin berbahaya otak,1,0,False
video rekaman kecelakaan helikopter jenderal bipin rawat india,1,0,False
fakta pendaftaran partai politik peserta pemilu,0,0,True
arahan prabowo pertahanan bahaya separatisme penguatan tni,0,0,True
video berita terkini mpus srimul mlh berkhint news viral kpk jokowi,1,0,False
aniesdimana asiik nih nies,1,0,False
puan maharani singgung sayap burung pidatonya pengamat indikasi maju pilpres,0,0,True
beli pulsa kena pajak,1,0,False
ahy lebaran cikeas sby agendakan open house,0,0,True
volodymyr zelenskyy pecandu kokain,1,0,False
tender gorden dpr puluhan miliar dibatalkan dikritik masyarakat,0,0,True
tangkapan layar cuitan kebohongan sandiuno,1,0,False
partai demokrat setuju rencana kpu bolehkan kampanye kampus,0,0,True
diisukan menteri jokowi fx hadi rudyatmo ceritanya,0,0,True
selebgram keanu meninggal dunia,1,0,False
syal oranye rombongan umroh dilempari batu jakmania,1,0,False
video bimbim slank komunisme pki,1,0,False
surya paloh bertemu jokowi jam istana dibahas,0,0,True
pbb bantuan covid negara legalkan aborsi,1,0,False
ucapannya minyak goreng berbuntut megawati bilang,0,0,True
laskar ganjar puan pdip bersyukur kader ideologis biologis,0,0,True
bebas penjara umar kei nyatakan dukung anies baswedan pilpres,0,0,True
draf rkuhp diungkap publik anggota komisi iii dpr,0,0,True
narasi kejadian aneh tp nyata video potongan daging berkedut,1,0,False
video mobil hanyut terbawa arus banjir,1,0,False
video eksekusi pendukung amerika serikat afghanistan,1,0,False
hut ri presiden pks kebijakan pemerintahan presiden jokowi berpihak rakyat,0,0,True
ashanty meninggal dunia,1,0,False
penyelamatan didalam lift lift terjun terkendali,1,0,False
kpu optimistis anggaran pemilu rp t diketok juni,0,0,True
kapal tenggelam selat bali februari,1,0,False
ditemukan mayat mengambang duduksampeyan gresik,1,0,False
diundang tidaknya nasdem perayaan hut pdip hasto kristiyanto,0,0,True
akun facebook bupati indragiri hulu rezita meylani yopi,1,0,False
judul berita itv pria bersedia divaksin orang temannya meninggal covid,1,0,False
akun whatsapp kadis komunikasi informatika persandian diskominfosan kota bengkulu eko agusrianto,1,0,False
draf revisi uu ketenagakerjaan hapus cuti haid,1,0,False
pilpres janggal diumumkan kpu provinsi menyelesaikan situng,1,0,False
cerita pembuatan kubah bambu kepala negara g makan siang,0,0,True
airlangga bilang bicara menkeu cairkan dana pemilu,0,0,True
gatot janji gaji rakyat presiden,1,0,False
isu penundaan pemilu politikus gerindra sebatas wacana,0,0,True
tanggapan wali kota solo gibran rakabuming peluang maju pilkada dki jakarta,0,0,True
presiden sukarno membubarkan dpr alasannya,0,0,True
jadwal penerimaan ipdn,1,0,False
susu kental manis diseduh air panas,1,0,False
ridwan kamil bilang jakarta dipersiapkan kota negara,0,0,True
tradisi gala dinner acara kenegaraan,0,0,True
video membuang uang times square teman baiknya meninggal covid,1,0,False
video shalat berjamaah piala dunia qatar,1,0,False
bom kiaracondong bandung,1,0,False
gambar tangkapan layar artikel detik com kolektor mobil esemka jawa ribuan koleksi esemka tipe penampakan mobilnya puasa mutih mas,1,0,False
lowongan kerja pt sido muncul tbk,1,0,False
cuitan menteri negeri india menawarkan sri lanka negara india,1,0,False
surat utang ridwan kamil,1,0,False
penangkapan maling berkepala anjing klaten,1,0,False
lagu ojo dibandingke dinyanyikan negeri,1,0,False
juni lahir pancasila beda kesaktian pancasila,0,0,True
anies gelar liem ay bon,1,0,False
kpu pendaftaran parpol pemilu agustus,0,0,True
jokowi kecewa junta myanmar eksekusi tapol ri,0,0,True
lowongan kerja dinas kesehatan kabupaten karanganyar,1,0,False
ngabalin jokowi keturunan nabi sulaiman,1,0,False
parpol parpol bertarung pemilu figur sentralnya,0,0,True
dahsyatnya fitnah corona ketakutan elit global kebangkitan umat islam,1,0,False
relawan ganjar pranowo deklarasi jepara polisi aparat disiagakan,0,0,True
politikus nasdem anies baswedan buru buru tentukan cawapres,0,0,True
masjid masjid mewah megah pakistan dirusak massa dijual batanya besinya kebutuhan makan umatnya,1,0,False
foto video letusan gunung soputan sulawesi utara,1,0,False
spanduk warga nahdliyin rindu khilafah milik nu,1,0,False
tautan hadiah dana rp ribu rp juta orang,1,0,False
partai kebangkitan nusantara didirikan loyalis anas urbaningrum daftar kpu,0,0,True
dukungan anies baswedan pj gubernur dki respons heru budi hartono,0,0,True
pulau sumba dijual,1,0,False
kib golkar pan ppp jalan bareng daftar kpu pagi,0,0,True
konsumsi buah perut kosong sembuhkan kanker,1,0,False
ri resmi ketua asean jokowi kawasan stabil,0,0,True
pembina brimob bernama thahir alias ang tjoeng ming,1,0,False
alasan nasdem putuskan capres final rakernas juni,0,0,True
pemberian dana hibah pembangunan ruas jalan kabupaten blitar kementerian pekerjaan perumahan rakyat pupr,1,0,False
pkpu pemilu sah diketuk diundangkan pekan,0,0,True
artikel berjudul jokowi berminat periode kecuali dipaksa rakyat,1,0,False
ferdy sambo hadir langsung pembacaan dakwaan pn jaksel besok,0,0,True
pt angkasa pura ii perekrutan karyawan,1,0,False
kotakpandoras hasil polling google,1,0,False
daun ciplukan sembuhkan lumpuh stroke,1,0,False
jakarta daerah terinfeksi virus covid salah pilih gubernur,1,0,False
megawati nostalgia kecilnya istana negara dinamika politiknya kuat,0,0,True
video rumah puan maharani ketua umun dpr ri dibakar demo,1,0,False
jokowi rombongan transit amsterdam terbang washington,0,0,True
foto siswa berseragam pramuka menulis free west pap papan tulis,1,0,False
surat pengangkatan tenaga honorer pns kementrian pendayagunaan aparatur negara reformasi birokrasi,1,0,False
pasukan penjaga adat dayak pesan proyek ikn jokowi,0,0,True
video kembang api olimpiade ditampilkan olimpiade tokyo ditunda covid,1,0,False
foto diluar gak masuk ribuan doang gak jutaan,1,0,False
video ikan nun menelan nabi yunus,1,0,False
cerita novel memprediksi pandemi covid,1,0,False
kib usung ganjar capres diusung pdip,0,0,True
hary tanoe tolak wacana jokowi periode perindo masuk parlemennya,0,0,True
surat undangan pernikahan via whatsapp nomer dikenal,1,0,False
foto kerusakan gempa jalanan afghanistan juni,1,0,False
kpu provinsi syarat pendafataran parpol pemilu,0,0,True
video salah pejabat pemerintah denmark meregang nyawa mengumumkan pelarangan vax astrazeneca,1,0,False
penyegelan masjid morowali,1,0,False
perubahan yg anies,1,0,False
instruksi gubernur jateng penilangan yg bermasker muka rp e tilang via apps pikobar,1,0,False
koalisi pkb pks muhaimin penjajakan,0,0,True
zulkifli hasan janji selesaikan minyak goreng tengok strategi m lutfi,0,0,True
presiden jokowi hadiri pembukaan tahapan pemilu,0,0,True
ulang ganjar kiriman doa warga tawangmangu,0,0,True
dokter gigi surabaya stres telanjang jalan suaminya anaknya mati kena covid,1,0,False
prabowo setuju hasil quick count pilpres ucapkan selamat jokowi,1,0,False
ganjar kagumi kemegahan masjid sheikh zayed solo,0,0,True
ketua dpr ri puan maharani kaget album bts ketua dpr kor sel,0,0,True
kadus dihakimi warga babak belur akibat pembagian sembako corona sasaran,1,0,False
ipw desak polisi pemukulan ade armando,0,0,True
oseltamivir obat covid berbahaya mematikan,1,0,False
jokowi pamer bangun kilometer jalan tol,0,0,True
zona hitam surabaya,1,0,False
penemuan mayat anak kelas sdn pademangan barat kemayoran,1,0,False
permintaan pengisian data penerima bsu media sosial,1,0,False
rebel news keborokan vaksin pfizer,1,0,False
who umumkan pandemi covid september,1,0,False
delapan jenazah korban penembakan kkb berhasil dievakuasi,0,0,True
politikus pdip bicara keengganan anggota dewan bahas ruu uang kartal,0,0,True
terawan resmi bergabung pdsi,0,0,True
andika perkasa menghindar bicara capres ah deh,0,0,True
video telur palsu plastik,1,0,False
ular makan senapan laras jenis ak,1,0,False
hydro oxy mouth freshener spray cegah sembuhkan virus covid,1,0,False
dibuang sajaa,1,0,False
partai ummat membuka berkoalisi partai,0,0,True
ppp copot syaifullah tamliha posisi wakil ketua komisi v dpr bersih bersih kubu suharso monoarfa,0,0,True
konvoi pembalap motogp dilepas jokowi istana merdeka,0,0,True
agenda politik anies baswedan bertemu aher cak imin bertemu prabowo,0,0,True
batasi komunikasi pdip nasdem butuh partai pilpres,0,0,True
uskup katolik jabodetabek deklarasi dukung anies baswedan presiden,1,0,False
puan maharani dewan kolonel nama bentukan,0,0,True
registrasi ulang nomor ponsel nama china,1,0,False
jokowi jarang busana jawa kuno gak pede,1,0,False
gambar spanduk bertuliskan masjid mensholatkan jenazah membeli tiket formula e,1,0,False
difucksin otak lelet,1,0,False
akun twitter politisi psi tsamara amany tkn bpn temukan kecurangan kpu bawaslu salah,1,0,False
menkominfo lembaga perlindungan data pribadi ditetapkan presiden,0,0,True
astaghfirullah terlanjur makan mie samyang,1,0,False
presiden jokowi terbang abu dhabi pasca temui vladimir putin,0,0,True
usia dilarang masuk mal makan kafe fase new normal,1,0,False
video prabowo subianto nabok tangan pendukungnya,1,0,False
munas hipmi memanas pemilihan ketua dijadwalkan sore,0,0,True
orang masuk islam pasca pembukaan piala dunia qatar,1,0,False
jenderal dudung klaim pesan permintaan maaf effendi simbolon,0,0,True
cilandak barat jakarta selatan dideklarasikan klaster zona merah,1,0,False
penambahan nyari duit amplop hasil ceramah berita ustadz abdul somad,1,0,False
pdip serahkan keputusan capres megawati hasto terbukti sukses,0,0,True
perpu cipta kerja terbit eks ketua mk dicari alasan pembenaran sarjana tukang stempel,0,0,True
anies seberat beratnya pekerjaan ringan kerjakan,1,0,False
dpp ppp rombak susunan pengurus harian mantan petinggi bin ketua kpu,0,0,True
rayakan pembukaan toko alfamart bagikan hadiah gratis,1,0,False
video kericuhan terminal kota lampung,1,0,False
tugas wewenang pengangkatan ketua fraksi partai dpr,0,0,True
pesan whatsapp hadiah gudang garam membagikan hadiah dolar,1,0,False
info rekrutmen cpns,1,0,False
jokowi sentil pejabat pamer berwisata negeri media sosial,0,0,True
belasan elemen relawan jokowi gelar musyawarah rakyat tujuan,0,0,True
video kampanye capres bahasa mandarin,1,0,False
bendungan serayu jebol,1,0,False
partai buruh incar kursi wali kota bekasi jayapura pilkada,0,0,True
nama berpotensi diusulkan capres rakernas nasdem,0,0,True
jokowi bicara kabar dukungan prabowo ganjar pilpres,0,0,True
foto orang jemaat gereja tews minum dettol cegah crna,1,0,False
chemtralis udah rencanakan rancang,1,0,False
manuver erick thohir calon ketua pssi,0,0,True
sederet menteri hadiri acara hut pdip mahfud md retno marsudi,0,0,True
breaking news tok dpr resmi sahkan rkuhp undang undang,0,0,True
akun whatsapp sekretaris daerah kabupaten pandeglang h pery hasanudin sh mh,1,0,False
presiden mengajarkan politik,1,0,False
luhut bicara penundaan pemilu buru buru capek kadrun lawan kadrun,0,0,True
subsidi hadiah nasional berkah energi pertamina periode,1,0,False
suharso tegaskan koalisi indonesia bersatu sekoci ganjar pranowo,0,0,True
gambar tangkapan layar artikel suara com berjudul daftar politisi pdip korupsi juliari batubara harun masiku ganjar pranowo,1,0,False
demokrat kritik analogi jokowi keriput rambut putih tanda penuaan,0,0,True
prabowo bantu jokowi lawan eropa,1,0,False
motivator jim rohn jokowi presiden terkelam dlm sejarah bangsa indonesia,1,0,False
demo tolak kenaikan harga bbm marak ma ruf amin wajar,0,0,True
sule meninggal dunia,1,0,False
pidato henry kissinger vaksin alat pengendali populasi,1,0,False
video resmi tersangka kpk tito karnavian mengelak penyidik temukan,1,0,False
kim jong un mengenakan kemeja putih bertuliskan bersih merakyat kerja nyata,1,0,False
prabowo subianto dekati tokoh nu pengamat dukungan pa hilang,0,0,True
pesan whatsapp shopee hadiah rp juta pelanggan terbaik,1,0,False
video alloh swt mencabut ruh perdana menteri gujarat india dlm sekejap mata,1,0,False
presiden rusia vladimir putin memainkan piano lagu aisah,1,0,False
amien rais menangis partai ummat kesempatan verifikasi faktual ulang,0,0,True
video innalillahl wa lnna ilaihl rojlun muncul layar kaca kabar duk syahrini,1,0,False
foto menteri agama kabinet jokowi pendeta kristen,1,0,False
isu kader kena reshuffle politikus nasdem bicara berpolitik dewasa,0,0,True
koalisi indonesia bersatu terbentuk surya paloh nasdem buru buru,0,0,True
sebutan pemimpin kota negara nusantara langsung presiden,0,0,True
video donald trump ruqyah stress menghadapi covid,1,0,False
foto gerhana matahari samudra pasifik selatan,1,0,False
hadiah putin kapal tanker minyak terbesar rusia perbatasan indonesia malaysia,1,0,False
akun ylbhi sejajarkan foto jokowi soeharto kritik pembangunan,0,0,True
berita cnn dokter terawan menemukan pengganti insulin,1,0,False
tangkapan layar berita detiknews pelaku bom bunuh makasar pasangan lgbt menikah,1,0,False
kasetpres heru dikabarkan penjabat gubernur dki istana bilang,0,0,True
hacker masuk whatsapp,1,0,False
koalisi indonesia bersatu resmi dibentuk koalisi partai politik,0,0,True
top nasional kuat ma ruf ricky rizal dituntut partai gelora usung anis matta fahri hamzah pilpres,0,0,True
diperiksa polisi dewi tanjung menginap berdua hotel pengusaha tiongkok,1,0,False
kontras wacana jokowi periode menteri menyuarakan dicopot,0,0,True
majelis sang presiden dukung anies baswedan bala anies kelompok relawan palsu,0,0,True
foto bendera rambut wanita bentuk protes iran,1,0,False
politikus tolak pemilu sistem proporsional tertutup,0,0,True
mantan anak buah mardani h maming dituntut penjara suap tambang,0,0,True
jokowi menteri menyuarakan penundaan pemilu,0,0,True
sekjen pdip peringatkan kader partainya terbuai hasil survei,0,0,True
koalisi gerindra pkb unggul restu istana,0,0,True
politikus gerindra skenario pasangan calon pilpres,0,0,True
ketua kpu bilang larangan asn panitia ad hoc pemilu,0,0,True
megawati soekarnoputri rekam jejak kontroversinya,0,0,True
megawati hadiri sidang tahunan mpr sby absen,0,0,True
partai berkarya anggap peran soeharto serangan maret dipinggirkan,0,0,True
harimau penghuni gunung pegat melintas perbatasan ngadirojo penghubung wonogiri pacitan,1,0,False
angkut prajurit tni pesawat hercules jatuh papua,1,0,False
pandemic fund jokowi harap dukungan dana,0,0,True
pengantin wanita meninggal dirias,1,0,False
survei ipo anies ganjar ridwan kamil capres,0,0,True
pakar hukum menteri merangkap kepala otorita ikn,0,0,True
berhasil meruntuhkan masjid membangun,1,0,False
cat kuku pendeteksi obat pemerkosa obat ghb,1,0,False
surat penetapan penjabat gubernur papua barat mengatasnamakan deputi bidang administrasi aparatur kementerian sekretariat negara,1,0,False
din syamsuddin mk copot jubirnya pernyataan presiden periode cawapres,0,0,True
video lockdown … maradona,1,0,False
jokowi reshuffle kabinet hadi tjahjanto persiapan,0,0,True
laki laki soekarno jend soerdirman ayahandanya habieb risziq shihab,1,0,False
alinka humaira nurhanzah cucunya hj kesah barusan culik,1,0,False
judul berita tka china e ktp mendagri protes petahana hak,1,0,False
ombudsman verifikasi laporan mendagri penjabat kepala daerah,0,0,True
akun facebook bupati bekasi sumbangan dana covid,1,0,False
latto latto yahudi,1,0,False
penundaan pemilu nasdem melanggar konstitusi,0,0,True
akibat pandemi covid keluarga makan,1,0,False
nasdem siapkan capres anies andika ganjar pakar cari perhatian publik,0,0,True
kk nik dipakai orang waspadalah,1,0,False
burung elang hidup,1,0,False
penampakan baju putih tangan tragedi kebakaran,1,0,False
surat k h mustofa bisri gus mus whatsapp,1,0,False
foto petani disiksa polisi dibayar pt sadoka,1,0,False
kib parpol zulhas meja kakinya kokoh,0,0,True
akun facebook bupati kayong utara haji drs citra duani,1,0,False
pembentukan laskar ganjar puan dinilai efektif cegah polarisasi kader pdip,0,0,True
ribuan rumah terendam banjir kuil rumah tuhan berdiri tegak,1,0,False
survei capres smrc ganjar pranowo peringkat anies baswedan merangsek,0,0,True
joko widodo presiden republik indonesia memberlakukan kerantina parsial terbatas,1,0,False
kagak ninggalin gedung putih… eksekusi langsung,1,0,False
foto mumi biksu hidup berusia,1,0,False
rakyat sederhana melawan,1,0,False
narapidana kabur rutan sialang bungkuk pekanbaru,1,0,False
gerindra ganti m taufik dprd dki jakarta,0,0,True
gerindra sekjen dpr kritik publik kalender rp juta dibully,0,0,True
foto resiko mudik menghindari razia mencari jalan tikus,1,0,False
paspor kolom tanda tangan ditolak jerman ditjen imigrasi maaf,0,0,True
marak penculikan anak,1,0,False
wacana penundaan pemilu direktur lpes kepentingan oligarki,0,0,True
presiden jokowi damaikan perang rusia ukraina ktt g,0,0,True
isu reshuffle pkb jokowi kurangi jatah menteri partainya,0,0,True
ketahuan melindungi tka cina bravo tni tembak mati penghinat bangsa,1,0,False
johanis tanak mantan jaksa anggota komisi iii lengkapi komposisi pimpinan kpk,0,0,True
partai demokrat gelar rapimnas bahas kenaikan harga bbm capres,0,0,True
al quran terjemahan al maidah pemimpin berganti teman setia,1,0,False
judul artikel wapres rakyat pakai kayu bakar masak biar irit,1,0,False
stafsus mensesneg klaim istana prioritaskan bahas tunda pemilu,0,0,True
kebersamaan puan anies nonton formula e sekjen pdip,0,0,True
mr kimjung on rip,1,0,False
video takbiran idul fitri aceh,1,0,False
pkb tegur menteri yaqut bandingkan azan gonggongan anjing,0,0,True
cerita surya paloh pertemuannya jokowi,0,0,True
fakta ketua banggar dpr said abdullah viral jet pribadi,0,0,True
petisi tagih luhut buka big data penundaan pemilu diteken ribu orang,0,0,True
rekrutmen pt pindad persero,1,0,False
pengamat pertemuan sby ahy surya paloh berpeluang bentuk poros,0,0,True
pks setuju usulan demokrat dukung anies baswedan resmi,0,0,True
partai buruh usul sumber dana dibiayai mandiri partai cukong,0,0,True
pembantu positif corona penjaringan,1,0,False
ajak kepala daerah kompak tangani inflasi jokowi kondisi ekonomi gelap,0,0,True
foto jendral uni soviet,1,0,False
pesan whatsapp kapolresta tangerang kombes wahyu sri bintoro dana rp juta,1,0,False
megawati serahkan nama kandidat menpanrb jokowi,0,0,True
calon anggota bawaslu soroti layanan pemilu penyandang disabilitas,0,0,True
polisi sumba timur bawa rotan tertibkan warga,1,0,False
bumbu masak makanan mengandung babi mui pusat,1,0,False
prabowo ngaji buktinya,1,0,False
ahy kritik perpu cipta kerja esensi demokrasi diacuhkan,0,0,True
mantan wakil gubernur dki jakarta ahmad riza patria sambangi rumah duka ferry mursyidan baldan,0,0,True
foto orangutan mengulurkan tangannya membantu ahli geologi jatuh kolam lumpur,1,0,False
si jae tersaingi,1,0,False
bangun koalisi pan ppp golkar airlangga capresnya,0,0,True
duta manoj indonesia india saudara kembar,0,0,True
survei parameter elektabilitas ganjar pranowo berduet ridwan kamil anies ahy,0,0,True
gaduh menag aturan pengeras suara masjid,0,0,True
rektor ugm akui kecurangan ijazah mengaku dibayar jokowi,1,0,False
solusi honorer maruf amin guru maklumi gaji imbalan surga,1,0,False
perdana menteri india islam racun meninggal,1,0,False
ruu melegalkan pedofilia california,1,0,False
artikel berjudul gli italiani chiamano anies baswedan troppo stupido come il governatore jakarta,1,0,False
pabrik nuklir turki terbakar turkeyearthquake turkeyearthquake,1,0,False
partai demokrat targetkan raih persen kursi dpr ri pemilu,0,0,True
prabowo mengundurkan jabatannya,1,0,False
nama masuk calon ketua muktamar muhammadiyah,0,0,True
kominfo akui relawan fpi membantu palu nyatakan mendukung,1,0,False
garam dimasak racun,1,0,False
pesan megawati pdip cetak hattrick pemilu,0,0,True
akun whatsapp wali kota bogor bima arya sugiarto,1,0,False
arnold schwarzenegger tidur hotel memesan kamar,1,0,False
pemimpin pdri sjafruddin prawiranegara kembalikan mandat soekarno hatta,0,0,True
politikus nasdem pdip campuri urusan partainya presiden jokowi,0,0,True
kapolri waspadai politik identitas jelang pemilu,0,0,True
partai koalisi indonesia bersatu kompak daftar kpu agustus,0,0,True
masjid jerman diteror surat kebencian anti islam november,1,0,False
artikel liputan berjudul penyanyi dangdut cita cita cita citata cita citata cita citakan,1,0,False
wakil rektor ii universitas muslim indonesia dikeroyok mahasiswa,1,0,False
jokowi saksikan motogp mandalika penutupan,0,0,True
christiano ronaldo baca al quran,1,0,False
survei populi center popularitas prabowo subianto sandiaga anies stagnan,0,0,True
adian napitupulu puji kepedulian erick thohir korban peristiwa trisakti,0,0,True
pembakaran kedutaan perancis sudan menolak gambar nabi menghina,1,0,False
pedagang pasar segiri positif covid,1,0,False
megawati menahan tangis ceritakan tasdi kader pdip sopir truk bupati purbalingga,0,0,True
kasdim gresik mayor sugeng riyadi meninggal akibat disuntik vaksin,1,0,False
prabowo bertemu wakil menhan arab saudi isu dibahas,0,0,True
kota serang berlakukan psbb terhitung april,1,0,False
jokowi sinyal dukung prabowo gerindra ge er,0,0,True
kemendagri kepres pj gubernur dki pengganti anies baswedan terbit pekan,0,0,True
spk tender pengadaan barang pandemi bppbj,1,0,False
video tentara indonesia yg membantu saudara palestina,1,0,False
foto mike tyson mengenakan baju bertuliskan trust in god not in vaccine,1,0,False
akun whatsapp bupati mesuji sulpakar,1,0,False
ashanty nekat datangkan polisi rumah pencuri tasnya,1,0,False
lowongan dokter pribadi full timer kepala bnpb,1,0,False
jateng membludak media tv liput covid dki jakarta,1,0,False
ekstrak nanas dijadikan obat virus corona,1,0,False
kebakaran lokasi syuting pemeran ikatan cinta meninggal dunia,1,0,False
bem ui gelar demo istana besok tolak wacana jokowi periode,0,0,True
jokowi cerita rela tinggalkan ktt apec hadiri muktamar muhammadiyah,0,0,True
link kuesioner pt kai berhadiah rp,1,0,False
cheetah mengincar anaknya,1,0,False
peserta bpjs wajib skrining,1,0,False
pesan whatsapp walikota tangerang donasi,1,0,False
listrik gratis diskon negara dibiayai utang bank dunia triliun,1,0,False
perang tka tki morosi,1,0,False
ppp sandiaga uno agresif mendekat dapatkan tiket pilpres,0,0,True
bamsoet bentuk hukum pphn diputuskan pilpres,0,0,True
didukung jokowi maju capres profil yusril ihza mahendra,0,0,True
gambar artikel cnn indonesia suka makanan extrem kelelawar panggang kepang jokowi gemar makan bipang ambawang babi panggang,1,0,False
pesan berantai salah menangkis virus covid air garam air hangat,1,0,False
video tiktok who cut the giant ancient trees,1,0,False
informasi agenda komunis internasional rrc artikel solopos,1,0,False
video sosok makhluk durhaka orang tua berbadan hewan berkepala manusia,1,0,False
penampakan chemtrails depok cirebon sumedang indramayu semarang brebes aceh,1,0,False
pakar politik menilai perjanjian kib jamin solid pemilu,0,0,True
eric tohir sang missionaris chip covid,1,0,False
tangkapan layar wapres menyebut idul adha dimaknai menyembelih qurban,1,0,False
foto gerhana matahari angkasa,1,0,False
evaluasi kinerja dpr formappi partisipasi publik minim,0,0,True
penyebab ferry mursyidan baldan meninggal ditemukan mobil,0,0,True
terbentuknya paspampres evakuasi soekarno hatta yogyakarta,0,0,True
video pembacaan ayat suci al quran presiden erdogan masjid hagia shopia,1,0,False
tangkapan layar post page antaranews hasil suntingan,1,0,False
shopee grab gojek dukung aksi nasional jokowi end game,1,0,False
pancasila bahasa indonesia dihapus kurikulum pendidikan,1,0,False
pesawat pesawat paf menciptakan formasi indah nama allah langit,1,0,False
foto kemunculan es atap rumah texas,1,0,False
genap berusia jejak karier luhut binsar pandjaitan militer politik bisnis,0,0,True
malam uu suara azan disahkan pemerintah jokowi bertindak pelanggaran uu,1,0,False
foto penggundulan hutan kalimantan barat,1,0,False
